Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,team_win_pct,PTS_norm,AST_norm,TRB_norm,STL_norm,BLK_norm,FG%_norm,team_win_pct_norm,3P%_norm,3PA_norm,TOV_norm,eFG%_norm,2P%_norm,2PA_norm,MP_norm,FT%_norm,GS_norm,mvp_score
6.0,Kawhi Leonard,34.0,LAC,SF,65.0,65.0,32.1,9.8,19.4,0.505,2.6,6.8,0.387,7.1,12.5,0.569,0.573,5.7,6.4,0.892,1.1,5.3,6.4,3.6,1.9,0.4,2.0,1.2,27.9,"MVP-7,CPOY-10,AS,NBA2",0.512,0.8328358208955223,0.33644859813084116,0.49612403100775193,0.7037037037037036,0.12903225806451613,0.6062424969987995,0.5322862129144852,0.387,0.6017699115044247,0.5,0.6248636859323882,0.569,0.78125,0.8379120879120879,0.892,0.7926829268292683,0.5971634277679397
257.0,Cason Wallace,22.0,OKC,SG,77.0,58.0,26.6,3.3,7.6,0.432,1.3,3.7,0.351,2.0,3.8,0.51,0.518,0.7,0.9,0.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2.0,8.6,"DPOY-7,DEF2",0.78,0.25671641791044775,0.2429906542056075,0.24031007751937986,0.7037037037037036,0.12903225806451613,0.5186074429771909,1.0,0.351,0.3274336283185841,0.225,0.564885496183206,0.51,0.2375,0.6868131868131868,0.809,0.7073170731707317,0.5952861567639136
62.0,Scottie Barnes,24.0,TOR,PF,80.0,80.0,33.5,7.1,14.0,0.507,0.9,2.8,0.304,6.3,11.2,0.557,0.537,3.0,3.7,0.815,1.9,5.6,7.5,5.9,1.4,1.5,2.6,2.6,18.1,"DPOY-5,AS,DEF2",0.561,0.5402985074626866,0.5514018691588786,0.5813953488372093,0.5185185185185185,0.48387096774193544,0.6086434573829532,0.617801047120419,0.304,0.247787610619469,0.65,0.5856052344601963,0.557,0.7,0.8763736263736264,0.815,0.975609756097561,0.5922956597401683
18.0,Deni Avdija,25.0,POR,SF,66.0,66.0,33.3,7.5,16.1,0.462,1.9,6.0,0.318,5.6,10.2,0.547,0.521,7.4,9.2,0.802,1.1,5.8,6.9,6.7,0.8,0.6,3.8,2.5,24.2,AS,0.512,0.7223880597014926,0.6261682242990655,0.5348837209302326,0.2962962962962963,0.1935483870967742,0.5546218487394958,0.5322862129144852,0.318,0.5309734513274336,0.95,0.5681570338058888,0.547,0.6375,0.8708791208791208,0.802,0.8048780487804879,0.5921910245003396
78.0,OG Anunoby,28.0,NYK,PF,67.0,67.0,33.2,5.8,12.0,0.484,2.3,6.1,0.386,3.5,5.9,0.584,0.581,2.7,3.3,0.828,1.3,4.0,5.2,2.2,1.6,0.7,1.8,2.4,16.7,"DPOY-10,DEF2",0.646,0.49850746268656715,0.20560747663551404,0.40310077519379844,0.5925925925925926,0.2258064516129032,0.581032412965186,0.7661431064572426,0.386,0.5398230088495575,0.45,0.6335877862595419,0.584,0.36875,0.8681318681318682,0.828,0.8170731707317073,0.5897736202567215
184.0,Isaiah Joe,26.0,OKC,SG,71.0,9.0,21.2,3.5,7.6,0.455,2.5,6.0,0.423,0.9,1.6,0.574,0.622,1.5,1.7,0.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,,0.78,0.33134328358208953,0.12149532710280375,0.19379844961240308,0.25925925925925924,0.06451612903225806,0.546218487394958,1.0,0.423,0.5309734513274336,0.15,0.6782988004362049,0.574,0.1,0.5384615384615384,0.894,0.10975609756097561,0.5867142247855798
229.0,Aaron Wiggins,27.0,OKC,SG,65.0,21.0,21.8,3.6,8.2,0.431,1.5,4.2,0.356,2.1,4.1,0.508,0.521,0.8,1.1,0.736,0.6,2.4,3.1,1.7,0.9,0.4,1.2,1.3,9.4,,0.78,0.28059701492537314,0.15887850467289721,0.24031007751937986,0.3333333333333333,0.12903225806451613,0.5174069627851141,1.0,0.356,0.3716814159292035,0.3,0.5681570338058888,0.508,0.25625,0.554945054945055,0.736,0.25609756097560976,0.5818849934994199
319.0,Jaylin Williams,23.0,OKC,PF,65.0,11.0,19.6,2.3,5.4,0.423,1.5,3.9,0.383,0.8,1.5,0.531,0.563,1.1,1.4,0.793,0.5,5.0,5.5,2.4,0.5,0.6,1.0,2.0,7.2,,0.78,0.21492537313432836,0.22429906542056074,0.4263565891472868,0.18518518518518517,0.1935483870967742,0.5078031212484994,1.0,0.383,0.34513274336283184,0.25,0.6139585605234459,0.531,0.09375,0.4945054945054945,0.793,0.13414634146341464,0.5809834774249785
156.0,Duncan Robinson,31.0,DET,SG,77.0,77.0,27.4,4.1,9.1,0.456,2.9,7.0,0.41,1.3,2.1,0.605,0.613,1.1,1.4,0.755,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.2,,0.732,0.3641791044776119,0.19626168224299068,0.20930232558139536,0.2222222222222222,0.0967741935483871,0.5474189675870349,0.9162303664921465,0.41,0.6194690265486725,0.175,0.668484187568157,0.605,0.13125,0.7087912087912087,0.755,0.9390243902439024,0.5775469879050229
91.0,Jabari Smith Jr.,22.0,HOU,PF,77.0,77.0,35.1,5.7,12.6,0.45,2.3,6.3,0.363,3.4,6.3,0.537,0.541,2.1,2.7,0.775,1.4,5.5,6.9,1.9,0.7,0.9,1.4,2.5,15.8,,0.634,0.47164179104477616,0.17757009345794392,0.5348837209302326,0.25925925925925924,0.2903225806451613,0.5402160864345739,0.7452006980802792,0.363,0.5575221238938053,0.35,0.5899672846237732,0.537,0.39375,0.9203296703296704,0.775,0.9390243902439024,0.5773395268556334
268.0,Luguentz Dort,26.0,OKC,SF,69.0,69.0,26.8,2.9,7.6,0.385,1.9,5.4,0.344,1.1,2.2,0.487,0.508,0.6,0.8,0.759,0.8,2.7,3.6,1.2,0.9,0.4,0.8,2.6,8.3,,0.78,0.24776119402985078,0.11214953271028037,0.27906976744186046,0.3333333333333333,0.12903225806451613,0.46218487394957986,1.0,0.344,0.4778761061946903,0.2,0.5539803707742639,0.487,0.1375,0.6923076923076923,0.759,0.8414634146341463,0.57729524774206
29.0,Brandon Ingram,28.0,TOR,SF,77.0,77.0,33.8,8.0,16.7,0.477,1.8,4.6,0.382,6.2,12.1,0.512,0.529,3.8,4.6,0.82,0.8,4.8,5.6,3.7,0.8,0.7,2.4,1.9,21.5,AS,0.561,0.6417910447761194,0.3457943925233645,0.4341085271317829,0.2962962962962963,0.2258064516129032,0.5726290516206483,0.617801047120419,0.382,0.4070796460176991,0.6,0.5768811341330425,0.512,0.75625,0.8846153846153846,0.82,0.9390243902439024,0.57515542281268
206.0,Neemias Queta,26.0,BOS,C,76.0,75.0,25.3,4.3,6.6,0.653,0.0,0.1,0.125,4.3,6.5,0.662,0.654,1.6,2.3,0.703,3.0,5.3,8.4,1.7,0.8,1.3,1.0,2.8,10.2,,0.683,0.3044776119402985,0.15887850467289721,0.6511627906976745,0.2962962962962963,0.41935483870967744,0.7839135654261705,0.830715532286213,0.125,0.008849557522123894,0.25,0.7131952017448201,0.662,0.40625,0.6510989010989011,0.703,0.9146341463414634,0.5715704201700446
107.0,Mikal Bridges,29.0,NYK,SF,82.0,82.0,32.8,5.8,11.7,0.49,1.9,5.1,0.371,3.9,6.6,0.582,0.571,1.0,1.2,0.827,1.0,2.8,3.8,3.7,1.3,0.8,1.0,2.0,14.4,,0.646,0.4298507462686567,0.3457943925233645,0.2945736434108527,0.48148148148148145,0.25806451612903225,0.5882352941176471,0.7661431064572426,0.371,0.4513274336283185,0.25,0.6226826608505998,0.582,0.4125,0.8571428571428571,0.827,1.0,0.5712593863078835
217.0,Harrison Barnes,33.0,SAS,PF,77.0,52.0,25.8,3.4,7.5,0.456,1.8,4.6,0.388,1.6,2.8,0.567,0.577,1.3,1.6,0.829,0.8,2.0,2.8,1.9,0.6,0.2,0.8,1.1,9.9,,0.756,0.2955223880597015,0.17757009345794392,0.21705426356589144,0.2222222222222222,0.06451612903225806,0.5474189675870349,0.9581151832460733,0.388,0.4070796460176991,0.2,0.629225736095965,0.567,0.175,0.6648351648351648,0.829,0.6341463414634146,0.5700987144149114
160.0,Josh Hart,30.0,NYK,SF,66.0,52.0,30.2,4.6,9.0,0.508,1.5,3.7,0.413,3.0,5.3,0.574,0.593,1.4,1.9,0.72,1.4,6.0,7.4,4.8,1.1,0.3,1.9,2.5,12.0,,0.646,0.3582089552238806,0.4485981308411215,0.5736434108527132,0.40740740740740744,0.0967741935483871,0.6098439375750301,0.7661431064572426,0.413,0.3274336283185841,0.475,0.6466739367502725,0.574,0.33125,0.7857142857142857,0.72,0.6341463414634146,0.5697675103661894
339.0,Luke Kornet,30.0,SAS,C,68.0,25.0,21.0,2.6,4.0,0.643,0.0,0.0,,2.6,4.0,0.643,0.643,1.4,1.7,0.825,2.7,3.4,6.1,1.9,0.5,1.0,0.4,1.8,6.5,,0.756,0.19402985074626866,0.17757009345794392,0.4728682170542635,0.18518518518518517,0.3225806451612903,0.7719087635054022,0.9581151832460733,,0.0,0.1,0.7011995637949836,0.643,0.25,0.532967032967033,0.825,0.3048780487804878,0.5680507376647358
35.0,Nickeil Alexander-Walker,27.0,ATL,SG,78.0,71.0,33.4,7.0,15.3,0.459,3.2,8.1,0.399,3.8,7.3,0.525,0.564,3.6,3.9,0.902,0.7,2.8,3.4,3.7,1.3,0.5,2.1,2.2,20.8,MIP-1,0.561,0.6208955223880597,0.3457943925233645,0.2635658914728682,0.48148148148148145,0.16129032258064516,0.5510204081632654,0.617801047120419,0.399,0.7168141592920353,0.525,0.6150490730643402,0.525,0.45625,0.8736263736263736,0.902,0.8658536585365854,0.558280811531672
43.0,Bam Adebayo,28.0,MIA,C,73.0,73.0,32.4,6.9,15.7,0.442,1.7,5.5,0.318,5.2,10.2,0.509,0.497,4.5,5.8,0.778,2.0,8.0,10.0,3.2,1.2,0.7,1.6,1.7,20.1,"DPOY-11,DEF2",0.524,0.6000000000000001,0.2990654205607477,0.7751937984496123,0.4444444444444444,0.2258064516129032,0.5306122448979592,0.5532286212914486,0.318,0.48672566371681414,0.4,0.5419847328244275,0.509,0.6375,0.8461538461538461,0.778,0.8902439024390244,0.5551788273560301
230.0,Daniss Jenkins,24.0,DET,PG,72.0,19.0,20.2,3.2,7.9,0.408,1.0,2.7,0.374,2.2,5.2,0.426,0.473,1.9,2.2,0.832,0.7,1.6,2.3,3.9,0.9,0.2,1.6,1.5,9.3,,0.732,0.2776119402985075,0.36448598130841126,0.17829457364341084,0.3333333333333333,0.06451612903225806,0.4897959183673469,0.9162303664921465,0.374,0.23893805309734514,0.4,0.5158124318429661,0.426,0.325,0.510989010989011,0.832,0.23170731707317074,0.5523235937435375
144.0,Deandre Ayton,27.0,LAL,C,72.0,72.0,27.2,5.6,8.3,0.671,0.0,0.0,,5.6,8.3,0.671,0.671,1.3,2.0,0.645,2.6,5.4,8.0,0.8,0.6,1.0,1.2,2.2,12.5,,0.646,0.373134328358209,0.07476635514018692,0.6201550387596899,0.2222222222222222,0.3225806451612903,0.8055222088835535,0.7661431064572426,,0.0,0.3,0.7317339149400218,0.671,0.51875,0.7032967032967032,0.645,0.8780487804878049,0.5522647718935241
188.0,Rudy Gobert,33.0,MIN,C,76.0,76.0,31.3,4.4,6.5,0.682,0.0,0.1,0.0,4.4,6.4,0.689,0.682,2.1,4.0,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,"DPOY-4,DEF1",0.598,0.32537313432835824,0.15887850467289721,0.8914728682170543,0.2962962962962963,0.5161290322580645,0.8187274909963986,0.6823734729493891,0.0,0.008849557522123894,0.35,0.7437295528898582,0.689,0.4,0.8159340659340659,0.526,0.926829268292683,0.5485155142780586
45.0,Desmond Bane,27.0,ORL,SG,82.0,82.0,33.6,7.1,14.7,0.484,2.0,5.2,0.391,5.1,9.5,0.535,0.553,3.8,4.2,0.908,1.2,2.9,4.1,4.1,1.0,0.5,2.0,3.1,20.1,,0.549,0.6000000000000001,0.38317757009345793,0.31782945736434104,0.37037037037037035,0.16129032258064516,0.581032412965186,0.5968586387434556,0.391,0.46017699115044247,0.5,0.6030534351145038,0.535,0.59375,0.8791208791208791,0.908,1.0,0.5481644144048611
293.0,Paul Reed,26.0,DET,C,65.0,11.0,13.9,3.2,5.2,0.617,0.2,0.6,0.325,3.0,4.6,0.656,0.636,1.1,1.7,0.664,2.0,2.5,4.5,1.2,0.9,0.9,0.9,1.8,7.8,,0.732,0.23283582089552238,0.11214953271028037,0.3488372093023256,0.3333333333333333,0.2903225806451613,0.7406962785114046,0.9162303664921465,0.325,0.053097345132743355,0.225,0.693565976008724,0.656,0.2875,0.33791208791208793,0.664,0.13414634146341464,0.5399817283064345
133.0,Reed Sheppard,21.0,HOU,SG,82.0,21.0,26.2,5.0,11.5,0.43,2.8,7.0,0.394,2.2,4.5,0.486,0.55,0.8,1.0,0.802,0.3,2.6,2.9,3.4,1.5,0.7,1.5,2.0,13.5,6MOY-6,0.634,0.40298507462686567,0.31775700934579443,0.22480620155038758,0.5555555555555555,0.2258064516129032,0.5162064825930373,0.7452006980802792,0.394,0.6194690265486725,0.375,0.5997818974918212,0.486,0.28125,0.6758241758241758,0.802,0.25609756097560976,0.5394291696009968
105.0,Jaden McDaniels,25.0,MIN,PF,73.0,73.0,31.7,5.7,11.1,0.515,1.4,3.4,0.412,4.3,7.7,0.562,0.579,2.0,2.4,0.835,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.3,14.8,,0.598,0.4417910447761194,0.25233644859813087,0.32558139534883723,0.40740740740740744,0.3225806451612903,0.6182472989195679,0.6823734729493891,0.412,0.30088495575221236,0.45,0.6314067611777535,0.562,0.48125,0.8269230769230769,0.835,0.8902439024390244,0.5374139242605475
97.0,Onyeka Okongwu,25.0,ATL,C,74.0,63.0,31.0,5.6,11.6,0.48,1.9,5.2,0.376,3.6,6.4,0.564,0.564,2.1,2.7,0.757,1.9,5.7,7.6,3.1,1.1,1.1,1.7,3.3,15.2,,0.561,0.45373134328358206,0.28971962616822433,0.5891472868217054,0.40740740740740744,0.3548387096774194,0.5762304921968787,0.617801047120419,0.376,0.46017699115044247,0.425,0.6150490730643402,0.564,0.4,0.8076923076923077,0.757,0.7682926829268293,0.5353504341161243
275.0,Ron Holland,20.0,DET,SF,78.0,5.0,19.9,3.0,7.0,0.432,0.6,2.5,0.253,2.4,4.4,0.535,0.478,1.5,1.9,0.805,1.1,3.0,4.0,1.2,1.2,0.3,1.2,2.3,8.2,,0.732,0.24477611940298505,0.11214953271028037,0.31007751937984496,0.4444444444444444,0.0967741935483871,0.5186074429771909,0.9162303664921465,0.253,0.22123893805309733,0.3,0.5212649945474372,0.535,0.275,0.5027472527472527,0.805,0.06097560975609756,0.535136952459566
309.0,Caris LeVert,31.0,DET,SG,60.0,0.0,19.2,2.7,6.5,0.417,1.0,3.0,0.333,1.7,3.5,0.488,0.494,1.0,1.4,0.679,0.4,1.6,2.0,2.7,0.9,0.7,1.4,1.5,7.4,,0.732,0.2208955223880597,0.25233644859813087,0.15503875968992248,0.3333333333333333,0.2258064516129032,0.5006002400960384,0.9162303664921465,0.333,0.2654867256637168,0.35,0.5387131952017448,0.488,0.21875,0.48351648351648346,0.679,0.0,0.5335172116039071
139.0,Jaylon Tyson,23.0,CLE,SG,66.0,42.0,26.9,5.0,10.2,0.493,2.0,4.5,0.446,3.0,5.6,0.53,0.592,1.2,1.6,0.738,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.5,13.2,,0.634,0.3940298507462686,0.20560747663551404,0.3953488372093023,0.2962962962962963,0.12903225806451613,0.5918367346938775,0.7452006980802792,0.446,0.3982300884955752,0.375,0.6455834242093783,0.53,0.35,0.695054945054945,0.738,0.5121951219512195,0.5327469857001733
83.0,Immanuel Quickley,26.0,TOR,PG,70.0,70.0,31.9,5.7,12.9,0.443,2.5,6.8,0.374,3.2,6.1,0.52,0.541,2.4,3.0,0.821,0.5,3.5,4.0,5.9,1.3,0.1,1.5,2.0,16.4,,0.561,0.4895522388059701,0.5514018691588786,0.31007751937984496,0.48148148148148145,0.03225806451612903,0.5318127250900361,0.617801047120419,0.374,0.6017699115044247,0.375,0.5899672846237732,0.52,0.38125,0.8324175824175823,0.821,0.8536585365853658,0.5315072130475492
89.0,VJ Edgecombe,20.0,PHI,SG,75.0,75.0,35.0,6.0,13.7,0.438,2.0,5.6,0.354,4.0,8.1,0.496,0.51,2.0,2.4,0.818,1.6,4.0,5.6,4.2,1.4,0.5,1.8,2.9,16.0,ROY-3,0.549,0.47761194029850745,0.39252336448598135,0.4341085271317829,0.5185185185185185,0.16129032258064516,0.5258103241296519,0.5968586387434556,0.354,0.495575221238938,0.45,0.5561613958560523,0.496,0.50625,0.9175824175824175,0.818,0.9146341463414634,0.5265171950362826
130.0,Naz Reid,26.0,MIN,C,77.0,3.0,26.1,5.2,11.3,0.456,2.1,5.8,0.362,3.1,5.5,0.556,0.549,1.2,1.6,0.732,1.2,5.0,6.2,2.2,1.0,1.0,1.6,2.5,13.6,6MOY-4,0.598,0.4059701492537313,0.20560747663551404,0.4806201550387597,0.37037037037037035,0.3225806451612903,0.5474189675870349,0.6823734729493891,0.362,0.5132743362831858,0.4,0.598691384950927,0.556,0.34375,0.6730769230769231,0.732,0.036585365853658534,0.5246150144086664
132.0,Tim Hardaway Jr.,33.0,DEN,SG,80.0,6.0,26.6,4.4,9.7,0.447,2.8,6.9,0.407,1.6,2.9,0.541,0.591,2.0,2.5,0.811,0.2,2.4,2.6,1.4,0.5,0.1,0.5,1.3,13.5,6MOY-3,0.659,0.40298507462686567,0.1308411214953271,0.20155038759689922,0.18518518518518517,0.03225806451612903,0.5366146458583434,0.7888307155322862,0.407,0.6106194690265486,0.125,0.6444929116684841,0.541,0.18125,0.6868131868131868,0.811,0.07317073170731707,0.5234893631058091
163.0,Dyson Daniels,22.0,ATL,SG,76.0,76.0,33.2,5.3,10.2,0.517,0.3,1.5,0.188,5.0,8.7,0.576,0.532,1.0,1.6,0.615,2.4,4.4,6.8,5.9,2.0,0.4,1.8,2.2,11.9,"DPOY-9,DEF2",0.561,0.35522388059701493,0.5514018691588786,0.5271317829457364,0.7407407407407407,0.12903225806451613,0.6206482593037216,0.617801047120419,0.188,0.1327433628318584,0.45,0.5801526717557252,0.576,0.54375,0.8681318681318682,0.615,0.926829268292683,0.5225993794143408
237.0,Sam Hauser,28.0,BOS,PF,78.0,49.0,24.8,3.2,7.7,0.419,2.5,6.5,0.393,0.7,1.2,0.557,0.584,0.2,0.3,0.85,0.7,3.1,3.8,1.5,0.5,0.3,0.4,1.4,9.2,,0.683,0.2746268656716418,0.14018691588785048,0.2945736434108527,0.18518518518518517,0.0967741935483871,0.503001200480192,0.830715532286213,0.393,0.5752212389380531,0.1,0.6368593238822245,0.557,0.075,0.6373626373626373,0.85,0.5975609756097561,0.5134626484830223
327.0,Javonte Green,32.0,DET,SG,82.0,6.0,17.6,2.3,5.0,0.447,1.1,3.0,0.381,1.1,2.0,0.545,0.56,1.3,1.5,0.84,0.8,2.0,2.8,0.7,1.2,0.3,0.5,1.3,6.9,,0.732,0.20597014925373136,0.06542056074766354,0.21705426356589144,0.4444444444444444,0.0967741935483871,0.5366146458583434,0.9162303664921465,0.381,0.2654867256637168,0.125,0.6106870229007634,0.545,0.125,0.43956043956043955,0.84,0.07317073170731707,0.5130769353300737
153.0,Donte DiVincenzo,29.0,MIN,SG,82.0,82.0,30.4,4.1,10.2,0.406,3.0,7.9,0.379,1.2,2.3,0.497,0.552,1.0,1.3,0.743,0.8,3.3,4.1,3.8,1.3,0.4,1.4,2.4,12.2,,0.598,0.3641791044776119,0.35514018691588783,0.31782945736434104,0.48148148148148145,0.12903225806451613,0.4873949579831933,0.6823734729493891,0.379,0.6991150442477876,0.35,0.6019629225736096,0.497,0.14375,0.7912087912087912,0.743,1.0,0.5119809580832191
197.0,Tari Eason,24.0,HOU,PF,60.0,34.0,25.8,4.0,9.7,0.416,1.6,4.3,0.358,2.5,5.3,0.463,0.496,0.9,1.1,0.776,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.5,,0.634,0.31343283582089554,0.14018691588785048,0.4883720930232558,0.4444444444444444,0.16129032258064516,0.49939975990396157,0.7452006980802792,0.358,0.3805309734513274,0.35,0.5408942202835333,0.463,0.33125,0.6648351648351648,0.776,0.4146341463414634,0.510891083738233
234.0,Marcus Smart,31.0,LAL,SG,62.0,54.0,28.5,3.0,7.7,0.395,1.6,4.7,0.331,1.5,3.0,0.497,0.497,1.7,2.1,0.822,0.6,2.2,2.8,3.0,1.4,0.4,1.5,2.6,9.3,,0.646,0.2776119402985075,0.28037383177570097,0.21705426356589144,0.5185185185185185,0.12903225806451613,0.47418967587034816,0.7661431064572426,0.331,0.415929203539823,0.375,0.5419847328244275,0.497,0.1875,0.739010989010989,0.822,0.6585365853658537,0.5058995245568576
177.0,Rui Hachimura,27.0,LAL,PF,68.0,41.0,28.3,4.5,8.8,0.514,1.7,3.9,0.443,2.8,4.9,0.57,0.611,0.7,1.1,0.694,0.6,2.7,3.3,0.8,0.6,0.3,0.6,1.6,11.5,,0.646,0.34328358208955223,0.07476635514018692,0.25581395348837205,0.2222222222222222,0.0967741935483871,0.617046818727491,0.7661431064572426,0.443,0.34513274336283184,0.15,0.6663031624863686,0.57,0.30625,0.7335164835164836,0.694,0.5,0.5048046307641922
100.0,Anthony Black,22.0,ORL,PG,64.0,40.0,29.8,5.4,12.1,0.447,1.6,4.7,0.333,3.8,7.4,0.519,0.512,2.6,3.6,0.732,0.7,3.1,3.8,3.7,1.4,0.7,2.1,2.7,15.0,,0.549,0.44776119402985076,0.3457943925233645,0.2945736434108527,0.5185185185185185,0.2258064516129032,0.5366146458583434,0.5968586387434556,0.333,0.415929203539823,0.525,0.5583424209378408,0.519,0.4625,0.7747252747252747,0.732,0.4878048780487805,0.5018719242382982
377.0,Mitchell Robinson,27.0,NYK,C,60.0,16.0,19.6,2.5,3.4,0.723,0.0,0.0,,2.5,3.4,0.723,0.723,0.7,1.7,0.408,4.2,4.6,8.8,0.9,0.9,1.2,0.7,2.1,5.7,6MOY-8,0.646,0.1701492537313433,0.08411214953271029,0.6821705426356589,0.3333333333333333,0.3870967741935484,0.8679471788715486,0.7661431064572426,,0.0,0.175,0.7884405670665212,0.723,0.2125,0.4945054945054945,0.408,0.1951219512195122,0.4985742848863247
279.0,Luka Garza,27.0,BOS,C,69.0,6.0,16.2,3.0,5.2,0.577,0.8,1.8,0.433,2.2,3.3,0.657,0.654,1.3,1.7,0.769,2.3,1.8,4.1,1.0,0.4,0.4,0.7,2.3,8.1,,0.683,0.2417910447761194,0.09345794392523366,0.31782945736434104,0.14814814814814814,0.12903225806451613,0.6926770708283313,0.830715532286213,0.433,0.1592920353982301,0.175,0.7131952017448201,0.657,0.20625,0.4010989010989011,0.769,0.07317073170731707,0.49534897684734874
288.0,Bruce Brown,29.0,DEN,SG,82.0,4.0,24.4,3.0,6.4,0.475,0.7,1.8,0.385,2.3,4.6,0.511,0.53,1.2,1.5,0.762,1.0,2.8,3.9,2.1,1.0,0.2,1.1,2.4,7.9,,0.659,0.23582089552238808,0.19626168224299068,0.3023255813953488,0.37037037037037035,0.06451612903225806,0.5702280912364946,0.7888307155322862,0.385,0.1592920353982301,0.275,0.5779716466739367,0.511,0.2875,0.6263736263736264,0.762,0.04878048780487805,0.4917767214810549
277.0,Jake LaRavia,24.0,LAL,PF,82.0,43.0,25.1,2.9,6.4,0.459,1.0,3.0,0.321,2.0,3.4,0.579,0.533,1.4,1.9,0.763,1.4,2.6,4.0,1.8,1.3,0.5,1.1,2.4,8.2,,0.646,0.24477611940298505,0.16822429906542058,0.31007751937984496,0.48148148148148145,0.16129032258064516,0.5510204081632654,0.7661431064572426,0.321,0.2654867256637168,0.275,0.5812431842966194,0.579,0.2125,0.6456043956043956,0.763,0.524390243902439,0.4913456890788446
157.0,Donovan Clingan,21.0,POR,C,77.0,77.0,27.2,4.6,8.9,0.52,1.1,3.2,0.341,3.5,5.7,0.621,0.582,1.8,2.6,0.68,4.5,7.1,11.6,2.1,0.6,1.7,1.2,2.4,12.1,,0.512,0.3611940298507463,0.19626168224299068,0.8992248062015503,0.2222222222222222,0.5483870967741935,0.624249699879952,0.5322862129144852,0.341,0.2831858407079646,0.3,0.6346782988004361,0.621,0.35625,0.7032967032967032,0.68,0.9390243902439024,0.48982217276819484
95.0,Andrew Wiggins,30.0,MIA,SF,68.0,68.0,30.3,5.7,12.1,0.475,2.0,4.9,0.414,3.7,7.2,0.516,0.559,1.9,2.4,0.784,1.7,3.1,4.8,2.7,1.1,1.0,1.5,2.3,15.4,,0.524,0.45970149253731346,0.25233644859813087,0.37209302325581395,0.40740740740740744,0.3225806451612903,0.5702280912364946,0.5532286212914486,0.414,0.4336283185840708,0.375,0.6095965103598692,0.516,0.45,0.7884615384615384,0.784,0.8292682926829268,0.4890106829740103
443.0,Carter Bryant,20.0,SAS,PF,71.0,0.0,11.5,1.5,3.7,0.408,0.7,2.2,0.335,0.8,1.5,0.509,0.506,0.4,0.6,0.714,0.5,2.0,2.5,0.7,0.2,0.3,0.5,1.3,4.2,,0.756,0.12537313432835823,0.06542056074766354,0.19379844961240308,0.07407407407407407,0.0967741935483871,0.4897959183673469,0.9581151832460733,0.335,0.19469026548672566,0.125,0.5517993456924755,0.509,0.09375,0.271978021978022,0.714,0.0,0.48871857381772904
94.0,Jaime Jaquez Jr.,24.0,MIA,SF,75.0,1.0,28.3,6.2,12.2,0.507,0.8,2.4,0.317,5.4,9.8,0.555,0.539,2.2,2.9,0.769,1.3,3.7,5.0,4.7,0.7,0.3,2.0,1.8,15.4,6MOY-2,0.524,0.45970149253731346,0.4392523364485982,0.38759689922480617,0.25925925925925924,0.0967741935483871,0.6086434573829532,0.5532286212914486,0.317,0.21238938053097342,0.5,0.5877862595419847,0.555,0.6125,0.7335164835164836,0.769,0.012195121951219513,0.48842627699630087
254.0,Jonas Valančiūnas,33.0,DEN,C,65.0,6.0,13.4,3.5,6.0,0.582,0.1,0.4,0.308,3.4,5.6,0.602,0.592,1.6,2.1,0.772,1.6,3.4,5.1,1.2,0.2,0.6,1.1,2.0,8.7,,0.659,0.2597014925373134,0.11214953271028037,0.3953488372093023,0.07407407407407407,0.1935483870967742,0.6986794717887155,0.7888307155322862,0.308,0.035398230088495575,0.275,0.6455834242093783,0.602,0.35,0.3241758241758242,0.772,0.07317073170731707,0.486127406588272
301.0,Jaxson Hayes,25.0,LAL,C,66.0,9.0,18.3,3.0,4.0,0.756,0.0,0.0,1.0,3.0,3.9,0.753,0.761,1.5,2.3,0.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,,0.646,0.22388059701492538,0.08411214953271029,0.31782945736434104,0.14814814814814814,0.25806451612903225,0.907563025210084,0.7661431064572426,1.0,0.0,0.125,0.8298800436205016,0.753,0.24375,0.45879120879120877,0.653,0.10975609756097561,0.47679441977341497
166.0,Wendell Carter Jr.,26.0,ORL,C,78.0,78.0,29.3,4.2,8.2,0.512,0.9,2.9,0.319,3.3,5.3,0.618,0.568,2.5,3.2,0.792,2.1,5.3,7.4,2.0,0.8,0.6,1.3,3.4,11.8,,0.549,0.3522388059701493,0.1869158878504673,0.5736434108527132,0.2962962962962963,0.1935483870967742,0.6146458583433374,0.5968586387434556,0.319,0.2566371681415929,0.325,0.619411123227917,0.618,0.33125,0.760989010989011,0.792,0.9512195121951219,0.47660407004381633
