Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,team_win_pct,PTS_norm,AST_norm,TRB_norm,STL_norm,BLK_norm,FG%_norm,team_win_pct_norm,3P%_norm,3PA_norm,TOV_norm,eFG%_norm,2P%_norm,2PA_norm,MP_norm,FT%_norm,GS_norm,mvp_score
135.0,Quentin Grimes,25.0,PHI,SG,75.0,19.0,29.4,4.5,10.1,0.45,1.7,5.1,0.334,2.8,5.0,0.568,0.534,2.7,3.2,0.84,0.6,3.0,3.6,3.3,0.9,0.4,1.8,2.1,13.4,,0.549,0.4,0.308411214953271,0.27906976744186046,0.3333333333333333,0.12903225806451613,0.5402160864345739,0.5968586387434556,0.334,0.4513274336283185,0.45,0.5823336968375137,0.568,0.3125,0.7637362637362637,0.84,0.23170731707317074,0.476018263432215
394.0,Jordan Walsh,21.0,BOS,PF,68.0,25.0,17.8,2.0,3.9,0.509,0.7,1.8,0.384,1.3,2.1,0.62,0.599,0.6,0.8,0.772,1.3,2.8,4.0,0.8,0.7,0.5,0.5,2.0,5.4,,0.683,0.16119402985074627,0.07476635514018692,0.31007751937984496,0.25925925925925924,0.16129032258064516,0.6110444177671068,0.830715532286213,0.384,0.1592920353982301,0.125,0.6532170119956379,0.62,0.13125,0.44505494505494503,0.772,0.3048780487804878,0.4746836201116431
387.0,Baylor Scheierman,25.0,BOS,SG,77.0,20.0,18.6,2.0,4.3,0.453,1.3,3.2,0.399,0.7,1.2,0.6,0.599,0.4,0.4,0.903,0.7,2.8,3.5,1.5,0.5,0.1,0.6,1.4,5.5,,0.683,0.16417910447761194,0.14018691588785048,0.2713178294573643,0.18518518518518517,0.03225806451612903,0.5438175270108043,0.830715532286213,0.399,0.2831858407079646,0.15,0.6532170119956379,0.6,0.075,0.46703296703296704,0.903,0.24390243902439024,0.4714258635403301
385.0,Spencer Jones,24.0,DEN,SF,64.0,37.0,22.1,2.1,4.1,0.504,0.9,2.3,0.396,1.2,1.8,0.636,0.613,0.5,0.8,0.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,0.659,0.16417910447761194,0.07476635514018692,0.25581395348837205,0.2962962962962963,0.16129032258064516,0.6050420168067228,0.7888307155322862,0.396,0.20353982300884954,0.125,0.668484187568157,0.636,0.1125,0.5631868131868132,0.608,0.45121951219512196,0.4617763869496187
134.0,Toumani Camara,25.0,POR,PF,82.0,82.0,33.3,4.8,10.9,0.44,2.7,7.2,0.37,2.1,3.6,0.579,0.563,1.2,1.7,0.708,1.6,3.6,5.1,2.5,1.1,0.4,1.8,2.9,13.4,,0.512,0.4,0.23364485981308414,0.3953488372093023,0.40740740740740744,0.12903225806451613,0.5282112845138055,0.5322862129144852,0.37,0.6371681415929203,0.45,0.6139585605234459,0.579,0.225,0.8708791208791208,0.708,1.0,0.45980541420090465
181.0,Sandro Mamukelashvili,26.0,TOR,C,80.0,13.0,21.9,4.1,7.9,0.523,1.4,3.7,0.389,2.7,4.2,0.642,0.614,1.5,2.0,0.747,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.8,11.2,6MOY-10,0.561,0.3343283582089552,0.17757009345794392,0.3798449612403101,0.2962962962962963,0.16129032258064516,0.6278511404561825,0.617801047120419,0.389,0.3274336283185841,0.2,0.6695747001090512,0.642,0.2625,0.5576923076923076,0.747,0.15853658536585366,0.45501988624318257
255.0,Jordan Clarkson,33.0,NYK,SG,72.0,1.0,17.8,3.3,7.3,0.451,1.0,3.0,0.327,2.3,4.3,0.535,0.517,1.1,1.3,0.83,0.9,0.9,1.8,1.3,0.4,0.1,0.9,1.7,8.6,,0.646,0.25671641791044775,0.12149532710280375,0.13953488372093023,0.14814814814814814,0.03225806451612903,0.5414165666266507,0.7661431064572426,0.327,0.2654867256637168,0.225,0.5637949836423118,0.535,0.26875,0.44505494505494503,0.83,0.012195121951219513,0.45454958729918876
186.0,Kel'el Ware,21.0,MIA,C,77.0,34.0,22.1,4.5,8.4,0.53,1.2,3.0,0.395,3.3,5.4,0.606,0.601,0.9,1.2,0.74,2.8,6.2,9.0,0.7,0.8,1.1,0.8,1.5,11.1,,0.524,0.33134328358208953,0.06542056074766354,0.6976744186046512,0.2962962962962963,0.3548387096774194,0.6362545018007203,0.5532286212914486,0.395,0.2654867256637168,0.2,0.6553980370774264,0.606,0.3375,0.5631868131868132,0.74,0.4146341463414634,0.4504003990110314
126.0,John Collins,28.0,LAC,PF,69.0,56.0,27.1,5.3,9.6,0.552,1.3,3.2,0.406,4.0,6.4,0.625,0.62,1.7,2.2,0.766,1.6,3.7,5.3,1.0,0.9,0.7,1.4,2.7,13.6,,0.512,0.4059701492537313,0.09345794392523366,0.4108527131782945,0.3333333333333333,0.2258064516129032,0.6626650660264106,0.5322862129144852,0.406,0.2831858407079646,0.35,0.6761177753544165,0.625,0.4,0.7005494505494506,0.766,0.6829268292682927,0.4476147858189066
422.0,Craig Porter Jr.,25.0,CLE,PG,64.0,3.0,17.9,1.8,4.0,0.45,0.5,1.5,0.355,1.3,2.6,0.503,0.514,0.4,0.6,0.6,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5,,0.634,0.13432835820895522,0.2990654205607477,0.2635658914728682,0.3333333333333333,0.1935483870967742,0.5402160864345739,0.7452006980802792,0.355,0.1327433628318584,0.225,0.5605234460196292,0.503,0.1625,0.44780219780219777,0.6,0.036585365853658534,0.4475809227296934
454.0,Hugo González,19.0,BOS,SF,74.0,3.0,14.6,1.6,3.3,0.476,0.6,1.6,0.362,1.0,1.8,0.577,0.561,0.2,0.4,0.5,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,,0.683,0.11641791044776119,0.04672897196261683,0.25581395348837205,0.2222222222222222,0.0967741935483871,0.5714285714285714,0.830715532286213,0.362,0.1415929203539823,0.125,0.6117775354416576,0.577,0.1125,0.35714285714285715,0.5,0.036585365853658534,0.4465328969561111
431.0,Jarred Vanderbilt,26.0,LAL,PF,65.0,3.0,17.4,1.7,3.7,0.471,0.4,1.5,0.293,1.3,2.2,0.596,0.531,0.5,0.9,0.589,1.2,3.3,4.5,1.3,0.8,0.3,0.9,1.6,4.4,,0.646,0.13134328358208958,0.12149532710280375,0.3488372093023256,0.2962962962962963,0.0967741935483871,0.5654261704681872,0.7661431064572426,0.293,0.1327433628318584,0.225,0.579062159214831,0.596,0.1375,0.4340659340659341,0.589,0.036585365853658534,0.4416000097092559
231.0,Davion Mitchell,27.0,MIA,PG,70.0,70.0,28.6,3.7,7.6,0.49,1.3,3.3,0.395,2.4,4.4,0.561,0.574,0.6,0.9,0.646,0.5,2.2,2.7,6.5,1.0,0.2,1.5,2.6,9.3,,0.524,0.2776119402985075,0.6074766355140188,0.20930232558139536,0.37037037037037035,0.06451612903225806,0.5882352941176471,0.5532286212914486,0.395,0.29203539823008845,0.375,0.6259541984732824,0.561,0.275,0.7417582417582418,0.646,0.8536585365853658,0.44153754612777385
261.0,Bones Hyland,25.0,MIN,PG,71.0,3.0,16.6,3.0,6.6,0.453,1.6,4.2,0.388,1.4,2.4,0.568,0.577,0.9,1.2,0.78,0.3,1.5,1.8,2.6,0.6,0.2,1.0,1.7,8.5,,0.598,0.2537313432835821,0.2429906542056075,0.13953488372093023,0.2222222222222222,0.06451612903225806,0.5438175270108043,0.6823734729493891,0.388,0.3716814159292035,0.25,0.629225736095965,0.568,0.15,0.4120879120879122,0.78,0.036585365853658534,0.4334309567370219
179.0,Pelle Larsson,24.0,MIA,SG,70.0,54.0,26.4,4.0,8.0,0.496,0.9,2.7,0.323,3.1,5.2,0.586,0.551,2.6,3.3,0.797,1.0,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.4,,0.524,0.3402985074626866,0.31775700934579443,0.2713178294573643,0.25925925925925924,0.06451612903225806,0.5954381752701081,0.5532286212914486,0.323,0.23893805309734514,0.35,0.6008724100327154,0.586,0.325,0.6813186813186812,0.797,0.6585365853658537,0.43312896265813916
370.0,Nae'Qwan Tomlin,25.0,CLE,PF,64.0,3.0,15.7,2.3,4.9,0.478,0.4,1.8,0.235,1.9,3.1,0.618,0.521,0.7,1.0,0.77,1.3,1.6,2.9,0.8,0.6,0.5,0.5,2.0,5.8,,0.634,0.17313432835820894,0.07476635514018692,0.22480620155038758,0.2222222222222222,0.16129032258064516,0.5738295318127251,0.7452006980802792,0.235,0.1592920353982301,0.125,0.5681570338058888,0.618,0.19375,0.3873626373626374,0.77,0.036585365853658534,0.42984967118321704
350.0,Thomas Bryant,28.0,CLE,C,60.0,1.0,12.2,2.3,4.5,0.506,0.8,2.2,0.359,1.5,2.3,0.647,0.594,0.9,1.1,0.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,,0.634,0.18507462686567164,0.056074766355140186,0.2635658914728682,0.1111111111111111,0.12903225806451613,0.6074429771908764,0.7452006980802792,0.359,0.19469026548672566,0.125,0.6477644492911668,0.647,0.14375,0.29120879120879123,0.803,0.012195121951219513,0.42883288183569207
224.0,Zaccharie Risacher,20.0,ATL,SF,67.0,46.0,22.4,3.6,8.0,0.455,1.4,3.9,0.368,2.2,4.1,0.536,0.544,0.9,1.3,0.644,1.1,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.6,,0.561,0.2865671641791045,0.10280373831775702,0.2945736434108527,0.3333333333333333,0.16129032258064516,0.546218487394958,0.617801047120419,0.368,0.34513274336283184,0.225,0.5932388222464559,0.536,0.25625,0.5714285714285714,0.644,0.5609756097560976,0.4287981820088959
70.0,Ryan Rollins,23.0,MIL,PG,74.0,67.0,32.1,6.6,13.9,0.472,2.5,6.1,0.406,4.1,7.8,0.523,0.561,1.7,2.1,0.796,0.7,3.8,4.6,5.6,1.5,0.4,2.7,2.6,17.3,,0.39,0.5164179104477612,0.5233644859813084,0.3565891472868217,0.5555555555555555,0.12903225806451613,0.5666266506602641,0.3193717277486911,0.406,0.5398230088495575,0.675,0.6117775354416576,0.523,0.4875,0.8379120879120879,0.796,0.8170731707317073,0.4278850732140487
218.0,Tristan Da Silva,24.0,ORL,SF,77.0,34.0,24.7,3.6,8.1,0.45,1.6,4.2,0.374,2.1,3.9,0.532,0.547,1.1,1.2,0.884,0.8,2.9,3.7,1.6,0.9,0.3,0.9,1.5,9.9,,0.549,0.2955223880597015,0.14953271028037385,0.2868217054263566,0.3333333333333333,0.0967741935483871,0.5402160864345739,0.5968586387434556,0.374,0.3716814159292035,0.225,0.5965103598691385,0.532,0.24375,0.6346153846153846,0.884,0.4146341463414634,0.4258897828328318
429.0,Tyler Kolek,24.0,NYK,PG,62.0,1.0,11.7,1.7,4.0,0.435,0.7,1.8,0.386,1.0,2.2,0.478,0.524,0.2,0.3,0.7,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1.0,4.4,,0.646,0.13134328358208958,0.25233644859813087,0.12403100775193798,0.14814814814814814,0.03225806451612903,0.5222088835534214,0.7661431064572426,0.386,0.1592920353982301,0.225,0.5714285714285714,0.478,0.1375,0.2774725274725275,0.7,0.012195121951219513,0.4220070820646583
457.0,Clint Capela,31.0,HOU,C,75.0,3.0,12.3,1.6,3.0,0.52,0.0,0.0,0.5,1.6,3.0,0.52,0.522,0.6,1.0,0.577,2.1,2.5,4.6,0.7,0.5,0.8,0.5,1.0,3.8,,0.634,0.11343283582089551,0.06542056074766354,0.3565891472868217,0.18518518518518517,0.25806451612903225,0.624249699879952,0.7452006980802792,0.5,0.0,0.125,0.569247546346783,0.52,0.1875,0.293956043956044,0.577,0.036585365853658534,0.4216786706162757
344.0,Andre Drummond,32.0,PHI,C,63.0,25.0,19.5,2.5,5.3,0.472,0.5,1.4,0.356,2.0,3.9,0.514,0.519,0.8,1.3,0.631,3.2,5.3,8.4,1.3,0.6,0.8,1.0,2.0,6.4,,0.549,0.191044776119403,0.12149532710280375,0.6511627906976745,0.2222222222222222,0.25806451612903225,0.5666266506602641,0.5968586387434556,0.356,0.1238938053097345,0.25,0.5659760087241004,0.514,0.24375,0.49175824175824173,0.631,0.3048780487804878,0.41866977564188923
337.0,Jamal Shead,23.0,TOR,PG,82.0,12.0,22.6,2.3,6.1,0.367,1.0,3.2,0.321,1.2,3.0,0.417,0.45,1.1,1.4,0.784,0.3,1.4,1.7,5.4,0.9,0.2,1.4,2.0,6.6,6MOY-12,0.561,0.1970149253731343,0.5046728971962617,0.1317829457364341,0.3333333333333333,0.06451612903225806,0.4405762304921969,0.617801047120419,0.321,0.2831858407079646,0.35,0.49073064340239914,0.417,0.1875,0.576923076923077,0.784,0.14634146341463414,0.4179589498478987
420.0,Josh Okogie,27.0,HOU,SG,78.0,32.0,17.4,1.6,3.8,0.425,0.8,2.1,0.385,0.8,1.7,0.474,0.531,0.5,0.9,0.594,1.0,1.5,2.6,0.9,0.8,0.2,0.5,1.4,4.5,,0.634,0.13432835820895522,0.08411214953271029,0.20155038759689922,0.2962962962962963,0.06451612903225806,0.5102040816326531,0.7452006980802792,0.385,0.18584070796460175,0.125,0.579062159214831,0.474,0.10625,0.4340659340659341,0.594,0.3902439024390244,0.41790595747316095
122.0,Brandin Podziemski,22.0,GSW,SG,82.0,43.0,28.5,4.8,10.6,0.455,1.9,5.0,0.371,2.9,5.5,0.531,0.543,2.3,2.9,0.797,0.9,4.2,5.1,3.7,1.1,0.2,1.6,1.7,13.8,,0.451,0.4119402985074627,0.3457943925233645,0.3953488372093023,0.40740740740740744,0.06451612903225806,0.546218487394958,0.4258289703315881,0.371,0.44247787610619466,0.4,0.5921483097055616,0.531,0.34375,0.739010989010989,0.797,0.524390243902439,0.4171621648780193
295.0,Dominick Barlow,22.0,PHI,PF,71.0,59.0,23.8,3.0,5.6,0.539,0.3,1.2,0.256,2.7,4.5,0.612,0.565,1.3,1.8,0.718,1.9,2.9,4.8,1.2,0.9,0.7,0.8,2.1,7.7,,0.549,0.22985074626865673,0.11214953271028037,0.37209302325581395,0.3333333333333333,0.2258064516129032,0.6470588235294118,0.5968586387434556,0.256,0.10619469026548671,0.2,0.6161395856052344,0.612,0.28125,0.6098901098901099,0.718,0.7195121951219512,0.4168872957881102
32.0,Cooper Flagg,19.0,DAL,SF,70.0,70.0,33.5,8.0,17.1,0.468,1.0,3.5,0.295,7.0,13.6,0.513,0.498,4.0,4.9,0.827,1.2,5.4,6.7,4.5,1.2,0.9,2.3,2.0,21.0,ROY-1,0.317,0.6268656716417911,0.42056074766355145,0.5193798449612403,0.4444444444444444,0.2903225806451613,0.5618247298919569,0.19197207678883071,0.295,0.30973451327433627,0.575,0.5430752453653217,0.513,0.85,0.8763736263736264,0.827,0.8536585365853658,0.4126604408415163
30.0,Trey Murphy III,25.0,NOP,SF,66.0,66.0,35.5,7.5,15.9,0.47,3.2,8.6,0.379,4.2,7.3,0.577,0.572,3.3,3.7,0.886,1.0,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,,0.317,0.6417910447761194,0.35514018691588783,0.4418604651162791,0.5555555555555555,0.12903225806451613,0.5642256902761105,0.19197207678883071,0.379,0.7610619469026548,0.45,0.623773173391494,0.577,0.45625,0.9313186813186813,0.886,0.8048780487804879,0.4049131661003142
312.0,Kris Dunn,31.0,LAC,PG,82.0,68.0,27.2,2.8,5.8,0.476,1.0,2.6,0.374,1.8,3.2,0.559,0.56,0.8,1.0,0.765,0.7,2.6,3.3,3.6,1.6,0.2,1.4,2.3,7.3,,0.512,0.21791044776119403,0.33644859813084116,0.25581395348837205,0.5925925925925926,0.06451612903225806,0.5714285714285714,0.5322862129144852,0.374,0.23008849557522124,0.35,0.6106870229007634,0.559,0.2,0.7032967032967032,0.765,0.8292682926829268,0.40006600716944507
304.0,Ja'Kobe Walter,21.0,TOR,SG,72.0,19.0,20.5,2.5,5.6,0.446,1.5,3.7,0.409,1.0,1.9,0.519,0.582,1.0,1.3,0.789,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.5,,0.561,0.22388059701492538,0.11214953271028037,0.20155038759689922,0.37037037037037035,0.06451612903225806,0.5354141656662665,0.617801047120419,0.409,0.3274336283185841,0.125,0.6346782988004361,0.519,0.11875,0.5192307692307692,0.789,0.23170731707317074,0.4000585645345832
360.0,Goga Bitadze,26.0,ORL,C,64.0,3.0,15.2,2.4,3.5,0.676,0.0,0.2,0.182,2.3,3.3,0.701,0.68,1.1,1.5,0.711,2.1,2.9,5.0,1.3,0.6,1.0,0.7,2.1,5.9,,0.549,0.17611940298507464,0.12149532710280375,0.38759689922480617,0.2222222222222222,0.3225806451612903,0.8115246098439377,0.5968586387434556,0.182,0.017699115044247787,0.175,0.7415485278080698,0.701,0.20625,0.37362637362637363,0.711,0.036585365853658534,0.399782426300898
213.0,Jordan Miller,26.0,LAC,SF,60.0,1.0,22.1,3.5,6.7,0.531,0.6,1.8,0.345,2.9,4.8,0.602,0.579,2.3,2.9,0.777,0.8,2.2,3.0,2.3,0.8,0.2,1.1,1.0,10.0,,0.512,0.29850746268656714,0.21495327102803738,0.23255813953488372,0.2962962962962963,0.06451612903225806,0.6374549819927972,0.5322862129144852,0.345,0.1592920353982301,0.275,0.6314067611777535,0.602,0.3,0.5631868131868132,0.777,0.012195121951219513,0.3976270371539865
84.0,Matas Buzelis,21.0,CHI,PF,77.0,77.0,29.2,5.8,12.5,0.463,2.2,6.4,0.349,3.5,6.1,0.583,0.553,2.4,3.1,0.786,1.0,4.8,5.8,2.1,0.7,1.5,2.1,2.3,16.3,,0.378,0.4865671641791045,0.19626168224299068,0.44961240310077516,0.25925925925925924,0.48387096774193544,0.5558223289315727,0.29842931937172773,0.349,0.5663716814159292,0.525,0.6030534351145038,0.583,0.38125,0.7582417582417582,0.786,0.9390243902439024,0.39756591695621
266.0,Draymond Green,35.0,GSW,PF,68.0,68.0,27.5,3.0,7.2,0.418,1.5,4.6,0.326,1.5,2.7,0.575,0.52,0.9,1.2,0.702,0.8,4.7,5.5,5.5,0.9,0.6,2.7,2.9,8.4,DPOY-11,0.451,0.25074626865671645,0.5140186915887851,0.4263565891472868,0.3333333333333333,0.1935483870967742,0.5018007202881153,0.4258289703315881,0.326,0.4070796460176991,0.675,0.5670665212649946,0.575,0.16875,0.7115384615384616,0.702,0.8292682926829268,0.39461149688970565
467.0,Mohamed Diawara,20.0,NYK,SF,69.0,7.0,9.2,1.3,3.1,0.423,0.7,1.9,0.369,0.6,1.2,0.506,0.535,0.3,0.3,0.75,0.2,1.1,1.4,0.8,0.2,0.1,0.4,0.7,3.6,,0.646,0.10746268656716418,0.07476635514018692,0.10852713178294572,0.07407407407407407,0.03225806451612903,0.5078031212484994,0.7661431064572426,0.369,0.16814159292035397,0.1,0.5834242093784079,0.506,0.075,0.2087912087912088,0.75,0.08536585365853659,0.3945827201786096
262.0,Brook Lopez,37.0,LAC,C,75.0,40.0,21.8,3.1,7.2,0.428,1.5,4.2,0.36,1.6,3.0,0.524,0.533,0.7,1.0,0.757,0.6,3.0,3.6,1.3,0.6,1.2,0.8,2.1,8.5,,0.512,0.2537313432835821,0.12149532710280375,0.27906976744186046,0.2222222222222222,0.3870967741935484,0.5138055222088835,0.5322862129144852,0.36,0.3716814159292035,0.2,0.5812431842966194,0.524,0.1875,0.554945054945055,0.757,0.4878048780487805,0.39279558314389995
33.0,Zion Williamson,25.0,NOP,PF,62.0,55.0,29.7,7.8,13.0,0.6,0.0,0.1,0.25,7.8,13.0,0.601,0.6,5.4,7.5,0.716,2.0,3.7,5.7,3.2,1.0,0.5,2.0,2.3,21.0,,0.317,0.6268656716417911,0.2990654205607477,0.4418604651162791,0.37037037037037035,0.16129032258064516,0.7202881152460985,0.19197207678883071,0.25,0.008849557522123894,0.5,0.6543075245365321,0.601,0.8125,0.7719780219780219,0.716,0.6707317073170732,0.3880608746465056
409.0,Adem Bona,22.0,PHI,C,71.0,18.0,17.4,1.8,3.1,0.595,0.0,0.1,0.333,1.8,3.0,0.603,0.6,1.1,1.6,0.708,1.8,2.5,4.3,0.5,0.4,1.2,0.8,2.2,4.8,,0.549,0.14328358208955225,0.04672897196261683,0.3333333333333333,0.14814814814814814,0.3870967741935484,0.7142857142857143,0.5968586387434556,0.333,0.008849557522123894,0.2,0.6543075245365321,0.603,0.1875,0.4340659340659341,0.708,0.21951219512195122,0.38266365949673686
158.0,Moses Moody,23.0,GSW,SG,60.0,49.0,25.7,4.1,9.3,0.44,2.5,6.3,0.401,1.6,3.0,0.522,0.575,1.5,1.9,0.77,0.9,2.5,3.3,1.6,1.0,0.6,1.0,2.0,12.1,,0.451,0.3611940298507463,0.14953271028037385,0.25581395348837205,0.37037037037037035,0.1935483870967742,0.5282112845138055,0.4258289703315881,0.401,0.5575221238938053,0.25,0.6270447110141766,0.522,0.1875,0.6620879120879121,0.77,0.5975609756097561,0.3797528702694774
260.0,Simone Fontecchio,30.0,MIA,SF,70.0,9.0,16.8,2.8,6.7,0.412,1.8,4.7,0.375,1.0,2.0,0.497,0.542,1.2,1.5,0.843,0.8,2.2,3.0,1.4,0.5,0.1,0.7,1.5,8.5,,0.524,0.2537313432835821,0.1308411214953271,0.23255813953488372,0.18518518518518517,0.03225806451612903,0.49459783913565425,0.5532286212914486,0.375,0.415929203539823,0.175,0.5910577971646674,0.497,0.125,0.41758241758241765,0.843,0.10975609756097561,0.3736655965983468
450.0,Jaylen Clark,24.0,MIN,SG,68.0,1.0,13.1,1.5,3.4,0.434,0.5,1.5,0.327,1.0,1.9,0.52,0.507,0.6,1.0,0.657,0.8,1.0,1.8,0.6,0.7,0.1,0.3,1.3,4.0,,0.598,0.11940298507462686,0.056074766355140186,0.13953488372093023,0.25925925925925924,0.03225806451612903,0.5210084033613446,0.6823734729493891,0.327,0.1327433628318584,0.075,0.5528898582333697,0.52,0.11875,0.3159340659340659,0.657,0.012195121951219513,0.3717257390853048
426.0,Mouhamed Gueye,23.0,ATL,PF,77.0,8.0,15.3,1.7,3.8,0.452,0.5,1.7,0.308,1.2,2.1,0.569,0.521,0.5,0.8,0.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.6,4.4,,0.561,0.13134328358208958,0.08411214953271029,0.27906976744186046,0.2962962962962963,0.16129032258064516,0.5426170468187276,0.617801047120419,0.308,0.15044247787610618,0.1,0.5681570338058888,0.569,0.13125,0.3763736263736264,0.645,0.0975609756097561,0.371560376295958
115.0,Tre Jones,26.0,CHI,PG,65.0,41.0,27.0,5.2,9.5,0.553,0.6,2.0,0.315,4.6,7.5,0.616,0.586,2.9,3.5,0.841,0.6,2.6,3.1,5.4,1.2,0.2,1.4,1.4,14.1,,0.378,0.4208955223880597,0.5046728971962617,0.24031007751937986,0.4444444444444444,0.06451612903225806,0.6638655462184875,0.29842931937172773,0.315,0.17699115044247787,0.35,0.6390403489640131,0.616,0.46875,0.6978021978021978,0.841,0.5,0.36925976837841423
357.0,Justin Edwards,22.0,PHI,SF,64.0,12.0,15.3,2.2,5.0,0.447,1.0,2.8,0.372,1.2,2.2,0.543,0.552,0.5,0.6,0.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.4,6.0,,0.549,0.1791044776119403,0.12149532710280375,0.11627906976744186,0.2962962962962963,0.06451612903225806,0.5366146458583434,0.5968586387434556,0.372,0.247787610619469,0.15,0.6019629225736096,0.543,0.1375,0.3763736263736264,0.846,0.14634146341463414,0.3644783424911504
356.0,Gradey Dick,22.0,TOR,SG,76.0,1.0,14.0,2.1,5.1,0.419,0.7,2.4,0.301,1.4,2.6,0.53,0.492,1.0,1.2,0.875,0.6,1.4,1.9,0.7,0.6,0.1,0.6,1.3,6.0,,0.561,0.1791044776119403,0.06542056074766354,0.14728682170542634,0.2222222222222222,0.03225806451612903,0.503001200480192,0.617801047120419,0.301,0.21238938053097342,0.15,0.5365321701199564,0.53,0.1625,0.34065934065934067,0.875,0.012195121951219513,0.36325196216180466
380.0,Dru Smith,28.0,MIA,SG,70.0,1.0,16.3,1.9,4.6,0.415,0.5,1.8,0.295,1.4,2.8,0.495,0.474,1.2,1.5,0.829,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,0.524,0.1671641791044776,0.2429906542056075,0.19379844961240308,0.5185185185185185,0.0967741935483871,0.49819927971188477,0.5532286212914486,0.295,0.1592920353982301,0.2,0.5169029443838604,0.495,0.175,0.4038461538461539,0.829,0.012195121951219513,0.36304071241247154
20.0,Pascal Siakam,31.0,IND,PF,62.0,62.0,33.2,9.0,18.6,0.484,1.7,4.7,0.358,7.3,13.9,0.527,0.529,4.2,6.1,0.693,1.4,5.2,6.6,3.8,1.1,0.4,2.2,2.4,24.0,AS,0.232,0.7164179104477612,0.35514018691588783,0.5116279069767441,0.40740740740740744,0.12903225806451613,0.581032412965186,0.043630017452007015,0.358,0.415929203539823,0.55,0.5768811341330425,0.527,0.86875,0.8681318681318682,0.693,0.7560975609756098,0.3621279112411506
314.0,Kobe Sanders,23.0,LAC,SG,68.0,16.0,19.9,2.6,5.6,0.466,1.2,2.9,0.408,1.5,2.8,0.527,0.57,0.8,1.0,0.826,0.4,1.8,2.3,1.6,0.7,0.1,1.2,2.1,7.3,,0.512,0.21791044776119403,0.14953271028037385,0.17829457364341084,0.25925925925925924,0.03225806451612903,0.5594237695078031,0.5322862129144852,0.408,0.2566371681415929,0.3,0.6215921483097054,0.527,0.175,0.5027472527472527,0.826,0.1951219512195122,0.36131554214867245
165.0,Myles Turner,29.0,MIL,C,71.0,71.0,26.9,4.0,9.1,0.44,2.1,5.4,0.383,1.9,3.7,0.523,0.553,1.8,2.5,0.74,1.1,4.3,5.3,1.5,0.7,1.6,1.2,2.6,11.9,,0.39,0.35522388059701493,0.14018691588785048,0.4108527131782945,0.25925925925925924,0.5161290322580645,0.5282112845138055,0.3193717277486911,0.383,0.4778761061946903,0.3,0.6030534351145038,0.523,0.23125,0.695054945054945,0.74,0.8658536585365854,0.3596940207870818
125.0,Bobby Portis,30.0,MIL,PF,67.0,9.0,24.2,5.5,11.2,0.488,2.0,4.4,0.456,3.4,6.8,0.509,0.578,0.7,1.0,0.706,1.3,5.1,6.4,1.6,0.6,0.2,1.0,1.6,13.7,,0.39,0.408955223880597,0.14953271028037385,0.49612403100775193,0.2222222222222222,0.06451612903225806,0.5858343337334934,0.3193717277486911,0.456,0.3893805309734513,0.25,0.6303162486368592,0.509,0.425,0.6208791208791209,0.706,0.10975609756097561,0.35447847470318483
140.0,Kyle Kuzma,30.0,MIL,PF,69.0,43.0,26.2,4.9,10.0,0.492,1.2,3.5,0.347,3.7,6.5,0.569,0.552,2.0,2.7,0.726,0.8,3.7,4.5,2.7,0.7,0.4,1.7,1.9,13.0,,0.39,0.3880597014925373,0.25233644859813087,0.3488372093023256,0.25925925925925924,0.12903225806451613,0.5906362545018007,0.3193717277486911,0.347,0.30973451327433627,0.425,0.6019629225736096,0.569,0.40625,0.6758241758241758,0.726,0.524390243902439,0.3540805721015258
240.0,Gui Santos,23.0,GSW,PF,68.0,30.0,20.5,3.4,6.8,0.5,1.1,3.3,0.351,2.2,3.5,0.639,0.585,1.3,1.8,0.725,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.1,9.2,,0.451,0.2746268656716418,0.21495327102803738,0.3023255813953488,0.3333333333333333,0.0967741935483871,0.6002400960384154,0.4258289703315881,0.351,0.29203539823008845,0.375,0.6379498364231188,0.639,0.21875,0.5192307692307692,0.725,0.36585365853658536,0.353833092209761
